alumni_id,full_name,first_name,last_name,graduation_year,degree_earned,major_academic_program,current_company,job_title,email_address,phone_number,brochure_feature_consent,brochure_feature_consent_encoded,match_score,match_percentage
ALU0669,Aditya Verma,Aditya,Verma,2021,MBA,Business Administration,Microsoft,Machine Learning Engineer,aditya.verma669@proton.me,+91 8743896971,No,0,0.5513636363636364,55.14
ALU0842,Meera Patel,Meera,Patel,2021,B.Sc,Business Administration,Accenture,Machine Learning Engineer,meera.patel842@outlook.com,+91 7124015059,Yes,1,0.5513636363636364,55.14
ALU0164,Meera Mehta,Meera,Mehta,2021,B.Sc,Business Administration,Infosys,Machine Learning Engineer,meera.mehta164@gmail.com,+91 8416011033,Yes,1,0.5513636363636364,55.14
ALU0367,Sahana Das,Sahana,Das,2022,B.Sc,Business Administration,KPMG,Machine Learning Engineer,sahana.das367@proton.me,+91 8161512446,Yes,1,0.5513636363636364,55.14
ALU0334,Lakshmi Mehta,Lakshmi,Mehta,2019,MBA,Computer Science and Engineering,Deloitte,Senior Software Engineer,lakshmi.mehta334@proton.me,+91 7484230338,Yes,1,0.5497448979591837,54.97
ALU0341,Arjun Reddy,Arjun,Reddy,2017,MBA,Computer Science and Engineering,IBM,Senior Software Engineer,arjun.reddy341@yahoo.com,+91 9246290917,No,0,0.5497448979591837,54.97
ALU0134,Keerthi Menon,Keerthi,Menon,2019,M.Tech,Computer Science and Engineering,Infosys,Senior Software Engineer,keerthi.menon134@proton.me,+91 8830831254,Yes,1,0.5497448979591837,54.97
ALU0229,Nandini Rao,Nandini,Rao,2019,B.Tech,Artificial Intelligence and Machine Learning,Wipro,Systems Engineer,nandini.rao229@proton.me,+91 9817378520,No,0,0.5484114249037227,54.84
ALU0281,Yash Mishra,Yash,Mishra,2025,M.Tech,Computer Science (Data Science),Bosch,Cloud Engineer,yash.mishra281@outlook.com,+91 7315708805,Yes,1,0.5476648351648352,54.77
ALU0070,Charan Chowdhury,Charan,Chowdhury,2024,MBA,Computer Science (Data Science),IBM,Cloud Engineer,charan.chowdhury70@gmail.com,+91 9485432021,Yes,1,0.5476648351648352,54.77
ALU0981,Charan Iyer,Charan,Iyer,2018,MCA,Computer Science and Engineering,Google,Software Engineer,charan.iyer981@gmail.com,+91 9743911263,No,0,0.5470238095238095,54.7
ALU0822,Varun Bhat,Varun,Bhat,2025,B.E.,Computer Science and Engineering,Microsoft,Backend Developer,varun.bhat822@yahoo.com,+91 8347424894,Yes,1,0.5458333333333334,54.58
ALU0639,Pooja Das,Pooja,Das,2025,B.E.,Computer Science and Engineering,SAP,Backend Developer,pooja.das639@yahoo.com,+91 8092714915,Yes,1,0.5458333333333334,54.58
ALU0409,Sanjay Reddy,Sanjay,Reddy,2025,B.Tech,Civil Engineering,Cognizant,Frontend Developer,sanjay.reddy409@gmail.com,+91 7961084962,No,0,0.5455564784053155,54.56
ALU0540,Kavya Das,Kavya,Das,2024,B.Tech,Electrical and Electronics Engineering,Accenture,Frontend Developer,kavya.das540@gmail.com,+91 7925425090,No,0,0.5455564784053155,54.56
ALU0625,Arjun Bhat,Arjun,Bhat,2025,B.Sc,Computer Science (Data Science),KPMG,QA Engineer,arjun.bhat625@outlook.com,+91 8626412328,No,0,0.5442460317460318,54.42
ALU0557,Ananya Shetty,Ananya,Shetty,2025,B.E.,Computer Engineering,Bosch,DevOps Engineer,ananya.shetty557@yahoo.com,+91 9785101763,No,0,0.5432692307692308,54.33
ALU0014,Shreya Iyer,Shreya,Iyer,2023,B.Tech,Computer Science (Data Science),Walmart Global Tech,UI Developer,shreya.iyer14@yahoo.com,+91 9752909971,No,0,0.5426319176319175,54.26
ALU0125,Akash Nair,Akash,Nair,2022,B.Tech,Computer Science (Data Science),Deloitte,UI Developer,akash.nair125@outlook.com,+91 8669221121,No,0,0.5426319176319175,54.26
ALU0902,Madhav Pillai,Madhav,Pillai,2023,B.Tech,Computer Science (Data Science),Walmart Global Tech,UI Developer,madhav.pillai902@outlook.com,+91 7081490931,No,0,0.5426319176319175,54.26
ALU0435,Bhavana Sharma,Bhavana,Sharma,2023,B.Tech,Computer Science (Data Science),HCLTech,Full Stack Developer,bhavana.sharma435@proton.me,+91 8271405590,No,0,0.5411904761904761,54.12
ALU0443,Shreya Menon,Shreya,Menon,2024,B.Tech,Electrical and Electronics Engineering,Walmart Global Tech,Full Stack Developer,shreya.menon443@proton.me,+91 8484982750,No,0,0.5405952380952381,54.06
ALU0521,Pranav Verma,Pranav,Verma,2025,B.Tech,Information Technology,Wipro,DevOps Engineer,pranav.verma521@proton.me,+91 8516671766,No,0,0.5402777777777779,54.03
ALU0095,Yash Mishra,Yash,Mishra,2024,B.Tech,Artificial Intelligence and Machine Learning,Cognizant Technology Solutions,Software Developer,yash.mishra95@outlook.com,+91 9020785643,No,0,0.5399173806609547,53.99
ALU0027,Akhil Das,Akhil,Das,2015,B.Tech,Electronics and Communication Engineering,IBM,Project Engineer,akhil.das27@proton.me,+91 9067418686,Yes,1,0.538786334781156,53.88
ALU0880,Srinivas Kumar,Srinivas,Kumar,2025,MBA,Computer Engineering,Tech Mahindra,Project Engineer,srinivas.kumar880@proton.me,+91 9924317209,No,0,0.538391181988743,53.84
ALU0137,Anil Patel,Anil,Patel,2025,MBA,Computer Engineering,Capgemini,Project Engineer,anil.patel137@proton.me,+91 7981372436,No,0,0.538391181988743,53.84
ALU0028,Rahul Kumar,Rahul,Kumar,2017,M.Tech,Computer Science and Engineering,Microsoft,DevOps Engineer,rahul.kumar28@proton.me,+91 8225136114,No,0,0.5375,53.75
ALU0794,Akhil Reddy,Akhil,Reddy,2024,B.Tech,Information Technology,Oracle,Systems Engineer,akhil.reddy794@gmail.com,+91 9685011686,No,0,0.53539972899729,53.54
ALU0053,Lakshmi Naidu,Lakshmi,Naidu,2025,B.Tech,Artificial Intelligence and Machine Learning,KPMG,Technical Consultant,lakshmi.naidu53@yahoo.com,+91 7401094954,Yes,1,0.5349561403508771,53.5
ALU0778,Sanjay Verma,Sanjay,Verma,2021,B.Tech,Mechanical Engineering,Accenture,Associate Consultant,sanjay.verma778@gmail.com,+91 9232212989,Yes,1,0.5338888888888889,53.39
ALU0436,Rohit Kumar,Rohit,Kumar,2016,B.E.,Computer Science and Engineering,Tech Mahindra,Systems Engineer,rohit.kumar436@yahoo.com,+91 8829635479,Yes,1,0.5326219512195122,53.26
ALU0101,Anusha Naidu,Anusha,Naidu,2019,MCA,Computer Science and Engineering,PwC,Project Engineer,anusha.naidu101@gmail.com,+91 7965081954,Yes,1,0.5326219512195122,53.26
ALU0268,Shreya Kumar,Shreya,Kumar,2016,MBA,Computer Science and Engineering,TCS,Project Engineer,shreya.kumar268@outlook.com,+91 9708842947,Yes,1,0.5326219512195122,53.26
ALU0764,Rohit Rao,Rohit,Rao,2020,B.E.,Computer Science and Engineering,HCLTech,Systems Engineer,rohit.rao764@proton.me,+91 9732660632,No,0,0.5326219512195122,53.26
ALU0862,Srinivas Mehta,Srinivas,Mehta,2015,B.Sc,Computer Science and Engineering,Accenture,Project Engineer,srinivas.mehta862@proton.me,+91 9129029086,No,0,0.5326219512195122,53.26
ALU0119,Varun Kumar,Varun,Kumar,2019,M.Tech,Computer Science and Engineering,Cognizant Technology Solutions,Systems Engineer,varun.kumar119@outlook.com,+91 7387119894,No,0,0.5326219512195122,53.26
ALU0921,Divya Bhat,Divya,Bhat,2015,B.E.,Computer Science and Engineering,HCLTech,Systems Engineer,divya.bhat921@outlook.com,+91 7386403261,No,0,0.5326219512195122,53.26
ALU0285,Tarun Chowdhury,Tarun,Chowdhury,2020,M.Tech,Computer Science and Engineering,Tech Mahindra,Project Engineer,tarun.chowdhury285@proton.me,+91 7363781647,Yes,1,0.5326219512195122,53.26
ALU0040,Sneha Shetty,Sneha,Shetty,2023,B.Tech,Computer Science (Data Science),Wipro,Business Analyst,sneha.shetty40@gmail.com,+91 8585770584,Yes,1,0.5320847851335656,53.21
ALU0635,Aditi Singh,Aditi,Singh,2024,B.Tech,Computer Science (Data Science),Cognizant Technology Solutions,Product Analyst,aditi.singh635@gmail.com,+91 9077316693,No,0,0.5320238095238095,53.2
ALU0936,Rohit Shetty,Rohit,Shetty,2024,MCA,Computer Science (Data Science),LTIMindtree,Software Engineer,rohit.shetty936@proton.me,+91 9221412448,No,0,0.531547619047619,53.15
ALU0512,Aarav Reddy,Aarav,Reddy,2024,MCA,Computer Science (Data Science),KPMG,Software Engineer,aarav.reddy512@proton.me,+91 9811254192,Yes,1,0.531547619047619,53.15
ALU0354,Amar Mishra,Amar,Mishra,2024,B.Tech,Electrical and Electronics Engineering,Walmart Global Tech,Business Analyst,amar.mishra354@outlook.com,+91 8252738994,No,0,0.5314895470383274,53.15
ALU0850,Vikas Rao,Vikas,Rao,2022,MCA,Computer Engineering,Wipro,Cloud Engineer,vikas.rao850@proton.me,+91 8878427679,Yes,1,0.5314102564102564,53.14
ALU0385,Tarun Shetty,Tarun,Shetty,2017,B.Tech,Computer Science (Data Science),LTIMindtree,Backend Developer,tarun.shetty385@outlook.com,+91 8757843634,No,0,0.5303571428571429,53.04
ALU0312,Charan Sharma,Charan,Sharma,2024,B.Tech,Electronics and Communication Engineering,Tech Mahindra,Software Developer,charan.sharma312@yahoo.com,+91 7965695131,No,0,0.530292290538388,53.03
ALU0373,Aditya Menon,Aditya,Menon,2022,B.Tech,Mechanical Engineering,Bosch,Backend Developer,aditya.menon373@outlook.com,+91 8463548951,Yes,1,0.5249999999999999,52.5
ALU0368,Aditya Gupta,Aditya,Gupta,2024,B.E.,Computer Science and Engineering,HCLTech,Software Developer,aditya.gupta368@proton.me,+91 9273894381,No,0,0.5241279069767442,52.41
ALU0602,Priya Mishra,Priya,Mishra,2025,MCA,Computer Science and Engineering,HCLTech,Frontend Developer,priya.mishra602@gmail.com,+91 8219828872,Yes,1,0.5241279069767442,52.41
ALU0918,Vikas Reddy,Vikas,Reddy,2024,M.Tech,Computer Science and Engineering,TCS,Frontend Developer,vikas.reddy918@proton.me,+91 9387102656,No,0,0.5241279069767442,52.41
ALU0141,Rakesh Joshi,Rakesh,Joshi,2025,M.Tech,Computer Science and Engineering,Tech Mahindra,Technical Consultant,rakesh.joshi141@yahoo.com,+91 8510308881,Yes,1,0.5191666666666667,51.92
ALU0236,Nikhil Nair,Nikhil,Nair,2022,MBA,Computer Engineering,KPMG,Senior Software Engineer,nikhil.nair236@outlook.com,+91 9165576952,No,0,0.5180141287284145,51.8
ALU0078,Ananya Verma,Ananya,Verma,2021,M.Tech,Computer Engineering,Deloitte,Senior Software Engineer,ananya.verma78@proton.me,+91 8924895021,Yes,1,0.5180141287284145,51.8
ALU0811,Ananya Gupta,Ananya,Gupta,2024,B.Sc,Computer Science (Data Science),Amazon,Systems Engineer,ananya.gupta811@gmail.com,+91 8704651250,Yes,1,0.5171457607433216,51.71
ALU0358,Charan Nair,Charan,Nair,2024,B.Tech,Electronics and Communication Engineering,LTIMindtree,Business Analyst,charan.nair358@gmail.com,+91 8066091571,No,0,0.5162253591713999,51.62
ALU0472,Priya Patel,Priya,Patel,2021,B.Sc,Computer Engineering,Tech Mahindra,Software Engineer,priya.patel472@yahoo.com,+91 9208940597,No,0,0.5152930402930403,51.53
ALU0804,Tejas Menon,Tejas,Menon,2022,MBA,Computer Engineering,IBM,Software Engineer,tejas.menon804@outlook.com,+91 9477523098,No,0,0.5152930402930403,51.53
ALU0182,Amar Menon,Amar,Menon,2023,MCA,Computer Engineering,PwC,Software Engineer,amar.menon182@proton.me,+91 9019214800,Yes,1,0.5152930402930403,51.53
ALU0371,Lakshmi Joshi,Lakshmi,Joshi,2024,B.Tech,Mechanical Engineering,Cognizant Technology Solutions,Database Administrator,lakshmi.joshi371@outlook.com,+91 9418534256,Yes,1,0.51427304964539,51.43
ALU0798,Aditi Pillai,Aditi,Pillai,2024,B.Tech,Mechanical Engineering,Microsoft,Database Administrator,aditi.pillai798@proton.me,+91 8384789235,Yes,1,0.51427304964539,51.43
ALU0415,Rahul Mehta,Rahul,Mehta,2015,MCA,Business Administration,Capgemini,Machine Learning Engineer,rahul.mehta415@outlook.com,+91 9947713853,No,0,0.5138636363636364,51.39
ALU0165,Sneha Mehta,Sneha,Mehta,2019,B.Sc,Business Administration,Cognizant,Machine Learning Engineer,sneha.mehta165@gmail.com,+91 9502847163,Yes,1,0.5138636363636364,51.39
ALU0255,Isha Mishra,Isha,Mishra,2020,MCA,Business Administration,Walmart Global Tech,Machine Learning Engineer,isha.mishra255@outlook.com,+91 8296068379,Yes,1,0.5138636363636364,51.39
ALU0763,Pranav Menon,Pranav,Menon,2024,B.Tech,Artificial Intelligence and Machine Learning,IBM,Database Administrator,pranav.menon763@gmail.com,+91 7627654163,No,0,0.513395856662934,51.34
ALU0878,Rohit Menon,Rohit,Menon,2025,B.Sc,Computer Science and Engineering,Google,Business Analyst,rohit.menon878@gmail.com,+91 9221995720,Yes,1,0.510060975609756,51.01
ALU0086,Amar Mishra,Amar,Mishra,2025,MBA,Computer Science and Engineering,Cognizant,Business Analyst,amar.mishra86@yahoo.com,+91 7365849190,Yes,1,0.510060975609756,51.01
ALU0277,Aditya Singh,Aditya,Singh,2024,B.E.,Electrical and Electronics Engineering,Wipro,Cloud Engineer,aditya.singh277@outlook.com,+91 9422182038,Yes,1,0.509569597069597,50.96
ALU0172,Divya Joshi,Divya,Joshi,2025,MCA,Civil Engineering,Google,Cloud Engineer,divya.joshi172@proton.me,+91 9159967797,No,0,0.509569597069597,50.96
ALU0046,Yash Das,Yash,Das,2020,B.Tech,Computer Science (Data Science),HCLTech,Frontend Developer,yash.das46@yahoo.com,+91 7164313410,Yes,1,0.5086517165005536,50.87
ALU0383,Aditya Gupta,Aditya,Gupta,2019,B.Tech,Computer Science (Data Science),LTIMindtree,Frontend Developer,aditya.gupta383@proton.me,+91 7691079537,Yes,1,0.5086517165005536,50.87
ALU0845,Sneha Chowdhury,Sneha,Chowdhury,2021,B.Tech,Electrical and Electronics Engineering,HCLTech,Frontend Developer,sneha.chowdhury845@outlook.com,+91 8713336599,Yes,1,0.5080564784053155,50.81
ALU0753,Aditya Sharma,Aditya,Sharma,2023,M.Tech,Computer Science (Data Science),KPMG,QA Engineer,aditya.sharma753@outlook.com,+91 9106532688,No,0,0.5067460317460317,50.67
ALU0002,Swathi Shetty,Swathi,Shetty,2015,B.Tech,Computer Science (Data Science),Capgemini,Full Stack Developer,swathi.shetty2@gmail.com,+91 9410529190,Yes,1,0.5036904761904761,50.37
ALU0695,Kavya Naidu,Kavya,Naidu,2022,B.Tech,Civil Engineering,Capgemini,Technical Consultant,kavya.naidu695@proton.me,+91 7766403264,No,0,0.503095238095238,50.31
ALU0197,Divya Patel,Divya,Patel,2017,B.Tech,Civil Engineering,IBM,Associate Consultant,divya.patel197@gmail.com,+91 9928863857,No,0,0.5011507936507936,50.12
ALU0552,Varun Mishra,Varun,Mishra,2021,MCA,Computer Engineering,Tech Mahindra,Systems Engineer,varun.mishra552@proton.me,+91 9317856944,Yes,1,0.5008911819887429,50.09
ALU0260,Harish Gupta,Harish,Gupta,2025,B.Tech,Civil Engineering,Oracle,Data Analyst,harish.gupta260@outlook.com,+91 7221348142,No,0,0.49879343629343625,49.88
ALU0542,Pooja Reddy,Pooja,Reddy,2021,B.Tech,Mechanical Engineering,Walmart Global Tech,Technical Consultant,pooja.reddy542@outlook.com,+91 9477568014,Yes,1,0.49833333333333335,49.83
ALU0772,Amar Reddy,Amar,Reddy,2022,M.Tech,Computer Science and Engineering,Capgemini,Data Scientist,amar.reddy772@gmail.com,+91 9833771491,Yes,1,0.4980769230769231,49.81
ALU0889,Nandini Joshi,Nandini,Joshi,2022,B.Tech,Information Technology,Amazon,Project Engineer,nandini.joshi889@gmail.com,+91 7396204771,Yes,1,0.49789972899729,49.79
ALU0387,Pranav Reddy,Pranav,Reddy,2021,B.Tech,Artificial Intelligence and Machine Learning,Walmart Global Tech,Technical Consultant,pranav.reddy387@proton.me,+91 7857596764,Yes,1,0.4974561403508772,49.75
ALU0565,Varun Kumar,Varun,Kumar,2023,MCA,Computer Science (Data Science),HCLTech,Senior Software Engineer,varun.kumar565@yahoo.com,+91 7853511493,No,0,0.49676870748299323,49.68
ALU0096,Manoj Naidu,Manoj,Naidu,2024,M.Tech,Civil Engineering,Wipro,Senior Software Engineer,manoj.naidu96@yahoo.com,+91 8753841726,No,0,0.4961734693877551,49.62
ALU0243,Bhavana Bhat,Bhavana,Bhat,2024,B.Sc,Electrical and Electronics Engineering,PwC,Senior Software Engineer,bhavana.bhat243@outlook.com,+91 8062855922,Yes,1,0.4961734693877551,49.62
ALU0311,Sneha Menon,Sneha,Menon,2025,M.Tech,Electrical and Electronics Engineering,Walmart Global Tech,Senior Software Engineer,sneha.menon311@proton.me,+91 8906328733,No,0,0.4961734693877551,49.62
ALU0213,Sai Nair,Sai,Nair,2022,B.Tech,Computer Science (Data Science),Microsoft,Product Analyst,sai.nair213@proton.me,+91 8033921654,Yes,1,0.49452380952380953,49.45
ALU0198,Vishal Joshi,Vishal,Joshi,2016,MCA,Computer Engineering,Tech Mahindra,Cloud Engineer,vishal.joshi198@outlook.com,+91 9738900744,Yes,1,0.49391025641025643,49.39
ALU0051,Tejas Mishra,Tejas,Mishra,2019,M.Tech,Computer Engineering,TCS,Cloud Engineer,tejas.mishra51@yahoo.com,+91 7902727745,No,0,0.49391025641025643,49.39
ALU0336,Pranav Das,Pranav,Das,2025,B.E.,Civil Engineering,Wipro,Software Engineer,pranav.das336@gmail.com,+91 7059242317,No,0,0.4934523809523809,49.35
ALU0531,Arjun Sharma,Arjun,Sharma,2025,MBA,Civil Engineering,Bosch,Software Engineer,arjun.sharma531@gmail.com,+91 9071428721,No,0,0.4934523809523809,49.35
ALU0573,Rohit Reddy,Rohit,Reddy,2025,MCA,Electrical and Electronics Engineering,IBM,Software Engineer,rohit.reddy573@yahoo.com,+91 9663727197,Yes,1,0.4934523809523809,49.35
ALU0477,Priya Bhat,Priya,Bhat,2025,M.Tech,Electrical and Electronics Engineering,LTIMindtree,Software Engineer,priya.bhat477@proton.me,+91 9891796055,Yes,1,0.4934523809523809,49.35
ALU0920,Pooja Mehta,Pooja,Mehta,2024,B.Sc,Electrical and Electronics Engineering,IBM,Software Engineer,pooja.mehta920@gmail.com,+91 8987249301,No,0,0.4934523809523809,49.35
ALU0363,Akhil Naidu,Akhil,Naidu,2024,M.Tech,Electrical and Electronics Engineering,EY,Software Engineer,akhil.naidu363@proton.me,+91 9934377138,No,0,0.4934523809523809,49.35
ALU0971,Aditya Naidu,Aditya,Naidu,2018,B.Tech,Electrical and Electronics Engineering,Tech Mahindra,Backend Developer,aditya.naidu971@outlook.com,+91 8250288707,Yes,1,0.4922619047619047,49.23
ALU0701,Pranav Das,Pranav,Das,2020,B.Tech,Civil Engineering,Tech Mahindra,Backend Developer,pranav.das701@outlook.com,+91 9381454037,Yes,1,0.4922619047619047,49.23
ALU0076,Srinivas Chowdhury,Srinivas,Chowdhury,2025,M.Tech,Mechanical Engineering,TCS,Senior Software Engineer,srinivas.chowdhury76@yahoo.com,+91 7780996231,No,0,0.49141156462585034,49.14
ALU0452,Anil Iyer,Anil,Iyer,2024,B.E.,Electronics and Communication Engineering,Accenture,QA Engineer,anil.iyer452@outlook.com,+91 8962997637,Yes,1,0.49088660578386606,49.09
ALU0966,Pranav Rao,Pranav,Rao,2024,B.E.,Artificial Intelligence and Machine Learning,TCS,Senior Software Engineer,pranav.rao966@yahoo.com,+91 8459525419,Yes,1,0.49053437164339425,49.05
ALU0173,Charan Singh,Charan,Singh,2024,B.E.,Artificial Intelligence and Machine Learning,Infosys,Senior Software Engineer,charan.singh173@yahoo.com,+91 9381734362,Yes,1,0.49053437164339425,49.05
ALU0620,Riya Bhat,Riya,Bhat,2015,B.E.,Computer Engineering,PwC,QA Engineer,riya.bhat620@gmail.com,+91 9395307335,No,0,0.490491452991453,49.05
ALU0466,Yash Sharma,Yash,Sharma,2017,B.E.,Computer Engineering,Accenture,QA Engineer,yash.sharma466@gmail.com,+91 8840427040,No,0,0.490491452991453,49.05
ALU0754,Tarun Chowdhury,Tarun,Chowdhury,2023,B.Tech,Mechanical Engineering,Microsoft,Business Analyst,tarun.chowdhury754@proton.me,+91 8587548621,No,0,0.48922764227642274,48.92
ALU0685,Akhil Iyer,Akhil,Iyer,2016,B.Tech,Information Technology,Google,QA Engineer,akhil.iyer685@proton.me,+91 8294361972,No,0,0.48749999999999993,48.75
ALU0809,Sneha Shetty,Sneha,Shetty,2021,MBA,Computer Science and Engineering,Capgemini,Frontend Developer,sneha.shetty809@yahoo.com,+91 7585965093,Yes,1,0.4866279069767442,48.66
ALU0518,Kavya Verma,Kavya,Verma,2020,B.Tech,Business Administration,Infosys,QA Engineer,kavya.verma518@proton.me,+91 9636962116,No,0,0.4860858585858586,48.61
ALU0692,Tarun Patel,Tarun,Patel,2016,B.Tech,Business Administration,Cognizant,QA Engineer,tarun.patel692@outlook.com,+91 7476076030,Yes,1,0.4860858585858586,48.61
ALU0563,Kavya Mehta,Kavya,Mehta,2015,B.Tech,Electronics and Communication Engineering,Microsoft,Associate Consultant,kavya.mehta563@outlook.com,+91 7143925622,Yes,1,0.485886605783866,48.59
ALU0821,Pooja Shetty,Pooja,Shetty,2024,MBA,Computer Engineering,LTIMindtree,Associate Consultant,pooja.shetty821@gmail.com,+91 7223762723,Yes,1,0.48549145299145297,48.55
ALU0819,Charan Bhat,Charan,Bhat,2025,B.Sc,Electrical and Electronics Engineering,Infosys,DevOps Engineer,charan.bhat819@gmail.com,+91 9111800452,No,0,0.48392857142857143,48.39
ALU0403,Madhav Menon,Madhav,Menon,2020,B.Tech,Computer Engineering,IBM,Data Analyst,madhav.menon403@yahoo.com,+91 9176669141,No,0,0.4831340956340956,48.31
ALU0207,Nandini Mishra,Nandini,Mishra,2021,MCA,Computer Science and Engineering,EY,UI Developer,nandini.mishra207@yahoo.com,+91 9756970807,No,0,0.4831081081081081,48.31
ALU0475,Siddharth Shetty,Siddharth,Shetty,2025,B.Tech,Information Technology,TCS,Associate Consultant,siddharth.shetty475@yahoo.com,+91 7162720486,Yes,1,0.4825,48.25
ALU0005,Pooja Chowdhury,Pooja,Chowdhury,2019,B.Tech,Civil Engineering,PwC,Data Scientist,pooja.chowdhury5@proton.me,+91 7338444264,No,0,0.48200549450549446,48.2
ALU0719,Siddharth Naidu,Siddharth,Naidu,2017,B.Tech,Civil Engineering,KPMG,Data Scientist,siddharth.naidu719@gmail.com,+91 8010605064,No,0,0.48200549450549446,48.2
ALU0351,Varun Reddy,Varun,Reddy,2020,B.Tech,Electrical and Electronics Engineering,Tech Mahindra,Data Scientist,varun.reddy351@outlook.com,+91 9275535874,Yes,1,0.48200549450549446,48.2
ALU0576,Deepak Kumar,Deepak,Kumar,2018,B.Tech,Civil Engineering,Capgemini,Data Scientist,deepak.kumar576@gmail.com,+91 9452478646,No,0,0.48200549450549446,48.2
ALU0055,Rohit Shetty,Rohit,Shetty,2025,MCA,Electronics and Communication Engineering,Microsoft,Senior Software Engineer,rohit.shetty55@proton.me,+91 8047905204,Yes,1,0.4809092815208275,48.09
ALU0647,Akash Singh,Akash,Singh,2016,M.Tech,Computer Engineering,TCS,Senior Software Engineer,akash.singh647@outlook.com,+91 7816952955,No,0,0.4805141287284145,48.05
ALU0975,Sanjay Bhat,Sanjay,Bhat,2019,B.E.,Computer Science and Engineering,Cognizant,Associate Consultant,sanjay.bhat975@gmail.com,+91 8714709481,Yes,1,0.47972222222222216,47.97
ALU0390,Priya Joshi,Priya,Joshi,2017,M.Tech,Computer Science and Engineering,HCLTech,Associate Consultant,priya.joshi390@proton.me,+91 8131297865,Yes,1,0.47972222222222216,47.97
ALU0513,Aditi Gupta,Aditi,Gupta,2021,B.Sc,Computer Science (Data Science),Cognizant,Project Engineer,aditi.gupta513@yahoo.com,+91 8122287361,No,0,0.4796457607433217,47.96
ALU0138,Nikhil Bhat,Nikhil,Bhat,2021,M.Tech,Computer Science (Data Science),LTIMindtree,Project Engineer,nikhil.bhat138@yahoo.com,+91 9856616537,No,0,0.4796457607433217,47.96
ALU0688,Ravi Chowdhury,Ravi,Chowdhury,2025,B.Sc,Mechanical Engineering,HCLTech,DevOps Engineer,ravi.chowdhury688@gmail.com,+91 8096693765,No,0,0.4791666666666667,47.92
ALU0344,Akhil Pillai,Akhil,Pillai,2024,B.E.,Mechanical Engineering,IBM,DevOps Engineer,akhil.pillai344@gmail.com,+91 9464934576,Yes,1,0.4791666666666667,47.92
ALU0033,Kavya Singh,Kavya,Singh,2025,MBA,Mechanical Engineering,Deloitte,DevOps Engineer,kavya.singh33@proton.me,+91 7562117925,No,0,0.4791666666666667,47.92
ALU0514,Srinivas Joshi,Srinivas,Joshi,2024,B.Sc,Electrical and Electronics Engineering,Capgemini,Project Engineer,srinivas.joshi514@proton.me,+91 7767594840,No,0,0.4790505226480836,47.91
ALU0410,Tarun Nair,Tarun,Nair,2025,B.Sc,Electrical and Electronics Engineering,Microsoft,Systems Engineer,tarun.nair410@proton.me,+91 8082326234,Yes,1,0.4790505226480836,47.91
ALU0679,Charan Kumar,Charan,Kumar,2024,MBA,Artificial Intelligence and Machine Learning,Cognizant Technology Solutions,DevOps Engineer,charan.kumar679@gmail.com,+91 9702823150,No,0,0.47828947368421054,47.83
ALU0272,Karthik Singh,Karthik,Singh,2024,MCA,Artificial Intelligence and Machine Learning,Oracle,DevOps Engineer,karthik.singh272@proton.me,+91 7339385087,No,0,0.47828947368421054,47.83
ALU0195,Rahul Gupta,Rahul,Gupta,2025,B.Sc,Electronics and Communication Engineering,Accenture,Software Engineer,rahul.gupta195@outlook.com,+91 9143377496,No,0,0.4781881930854534,47.82
ALU0668,Ashwin Nair,Ashwin,Nair,2015,B.Sc,Computer Engineering,Infosys,Software Engineer,ashwin.nair668@yahoo.com,+91 7471150679,No,0,0.4777930402930403,47.78
ALU0962,Divya Chowdhury,Divya,Chowdhury,2017,MBA,Computer Engineering,HCLTech,Software Engineer,divya.chowdhury962@yahoo.com,+91 8210516208,No,0,0.4777930402930403,47.78
ALU0732,Deepak Joshi,Deepak,Joshi,2025,M.Tech,Computer Science and Engineering,SAP,Data Analyst,deepak.joshi732@proton.me,+91 9966751401,No,0,0.47736486486486485,47.74
ALU0032,Srinivas Verma,Srinivas,Verma,2024,MCA,Computer Science and Engineering,Bosch,Data Analyst,srinivas.verma32@proton.me,+91 9823396242,No,0,0.47736486486486485,47.74
ALU0301,Naveen Kumar,Naveen,Kumar,2016,B.Tech,Mechanical Engineering,SAP,Data Scientist,naveen.kumar301@outlook.com,+91 8047598131,Yes,1,0.4772435897435897,47.72
ALU0085,Riya Gupta,Riya,Gupta,2017,B.Tech,Artificial Intelligence and Machine Learning,EY,Data Scientist,riya.gupta85@gmail.com,+91 8721025347,No,0,0.47636639676113357,47.64
ALU0858,Aditi Mehta,Aditi,Mehta,2019,B.Tech,Information Technology,Cognizant,Software Engineer,aditi.mehta858@outlook.com,+91 7480660531,Yes,1,0.4748015873015873,47.48
ALU0404,Ashwin Menon,Ashwin,Menon,2024,B.Tech,Information Technology,Capgemini,Backend Developer,ashwin.menon404@gmail.com,+91 8071552532,Yes,1,0.47361111111111104,47.36
ALU0458,Divya Singh,Divya,Singh,2024,MBA,Artificial Intelligence and Machine Learning,Walmart Global Tech,Systems Engineer,divya.singh458@outlook.com,+91 9792099745,Yes,1,0.47341142490372273,47.34
ALU0524,Rakesh Menon,Rakesh,Menon,2016,MCA,Computer Science (Data Science),KPMG,Cloud Engineer,rakesh.menon524@yahoo.com,+91 7502549822,No,0,0.47266483516483515,47.27
